orf_id	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation	is_tf	is_kinases	is_virulence_gene	order_peaktime	scer_orthologs	scer_ortholog_descriptions
CNAG_00121			glycerol-3-phosphate dehydrogenase (NAD( ))	Glycerol-3-phosphate dehydrogenase [NAD(+)] (EC 1.1.1.8)	glycerol-3-phosphate dehydrogenase (NAD())	GPDA_TAKRU|Glycerol-3-phosphate dehydrogenase					GPD1; GPD2	Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 (EC 1.1.1.8); Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial (EC 1.1.1.8)
CNAG_00122			alpha-amylase	Alpha-amylase	Alpha-amylase	AMY1_LIPKO|Alpha-amylase 1 OS=Lipomyces kononenkoae OX=34357 GN=LKA1 PE=1 SV=2				540		
CNAG_00123			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00124	CAS32		hypothetical protein	Uncharacterized protein	Capsule structure designer protein					972		
CNAG_00125	CRG1		hypothetical protein	Uncharacterized protein	Putative regulator of G-protein signaling protein	FLBA_EMENI|Developmental regulator flbA OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=flbA PE=2 SV=1					SST2	Protein SST2
CNAG_00126			2-deoxy-D-gluconate 3-dehydrogenase	2-deoxy-D-gluconate 3-dehydrogenase	2-deoxy-D-gluconate 3-dehydrogenase	KDUD_BACS|U2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase OS=Bacillus subtilis (strain 168) OX=224308 GN=kduD PE=2 SV=1				271		
CNAG_00127			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00128			hypothetical protein	Uncharacterized protein	hypothetical protein					957		
CNAG_00129			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00130	RCK2		CAMK/CAMK1/CAMK1-RCK protein kinase	CAMK/CAMK1/CAMK1-RCK protein kinase	CAMK/CAMK1/CAMK1-RCK protein kinase	SRK1_SCHPO|Serine/threonine-protein kinase srk1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=srk1 PE=1 SV=1		TRUE	TRUE	1022	RCK2	Serine/threonine-protein kinase RCK2 (EC 2.7.11.1) (CAM kinase-like protein kinase CLK1)
CNAG_00131			alcohol dehydrogenase	Alcohol dehydrogenase	Alcohol dehydrogenase	QORL2_RAT|Quinone oxidoreductase-like protein 2 OS=Rattus norvegicus OX=10116 PE=2 SV=1						
CNAG_00132			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant							
CNAG_00133			hypothetical protein	Uncharacterized protein	hypothetical protein	TCP4_MOUSE|Activated RNA polymerase II transcriptional coactivator p15 OS=Mus musculus OX=10090 GN=Sub1 PE=1 SV=3					SUB1	RNA polymerase II transcriptional coactivator SUB1
CNAG_00134			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00135			cyclophilin	Cyclophilin	cyclophilin	RB47A_ARATH|Polyadenylate-binding protein RBP47A OS=Arabidopsis thaliana OX=3702 GN=RBP47A PE=2 SV=1						
CNAG_00136			ubiquitin-activating enzyme E1	Ubiquitin-activating enzyme E1	ubiquitin-activating enzyme E1	UBA1_SCHPO|Ubiquitin-activating enzyme E1 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ptr3 PE=1 SV=1					UBA1	Ubiquitin-activating enzyme E1 1 (EC 6.2.1.45)
CNAG_00137			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00138	COQ5	J9VKR4	ubiquinone biosynthesis methyltransferase	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)	ubiquinone biosynthesis methyltransferase	COQ5_SCHP|O2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=coq5 PE=3 SV=1					COQ5	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (2-hexaprenyl-6-methoxy-1,4-benzoquinol methyltransferase) (Ubiquinone biosynthesis methyltransferase COQ5)
CNAG_00139			hypothetical protein	Uncharacterized protein	hypothetical protein	GSTZ_EUPES|Glutathione S-transferase zeta class OS=Euphorbia esula OX=3993 PE=2 SV=1						
CNAG_00140			U1 small nuclear ribonucleoprotein 70kDa	U1 small nuclear ribonucleoprotein 70kDa	U1 small nuclear ribonucleoprotein 70kDa	RU17_SCHPO|U1 small nuclear ribonucleoprotein 70 kDa homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=usp101 PE=1 SV=1					SNP1	U1 small nuclear ribonucleoprotein 70 kDa homolog (U1 70K) (U1 snRNP 70 kDa homolog) (U1-70K) (U1 small nuclear ribonucleoprotein SNP1) (U1 snRNP protein SNP1)
CNAG_00141			monooxygenase	Monooxygenase	monooxygenase	TETX_BACFG|Tetracycline resistance protein from transposon Tn4351/Tn4400 OS=Bacteroides fragilis OX=817 GN=tetX PE=4 SV=1						
CNAG_00142			hypothetical protein	Uncharacterized protein	hypothetical protein	ESF1_SCHPO|Pre-rRNA-processing protein esf1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=esf1 PE=1 SV=1					ESF1	Pre-rRNA-processing protein ESF1 (18S rRNA factor 1)
CNAG_00143			phosphoribosylaminoimidazolesuccinocarboxamide synthase	Phosphoribosylaminoimidazolesuccinocarboxamide synthase	phosphoribosylaminoimidazolesuccinocarboxamide synthase	PUR7_PICAN|Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Pichia angusta OX=870730 GN=ADE1 PE=3 SV=1				217	ADE1; TYS1	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase); Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)
CNAG_00144			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant							
CNAG_00145			actin-2	Actin-2	actin-2	ACTZ_PNECA|Actin-2 OS=Pneumocystis carinii OX=4754 PE=2 SV=1				978	ARP1	Centractin (Actin-like protein) (Actin-related protein 1)
CNAG_00146			5'/3'-nucleotidase SurE	5'/3'-nucleotidase SurE	5'/3'-nucleotidase SurE	TTL_YEAST|Probable tubulin--tyrosine ligase PBY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PBY1 PE=1 SV=2						
CNAG_00147			pre-mRNA-processing-splicing factor 8	Pre-mRNA-processing-splicing factor 8	pre-mRNA-processing-splicing factor 8	PRP8_HUMAN|Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2					PRP8	Pre-mRNA-splicing factor 8
CNAG_00148			hypothetical protein	Protein transport protein sec16	hypothetical protein	SEC16_PHANOCOPI|I coat assembly protein SEC16 OS=Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173) OX=321614 GN=SEC16 PE=3 SV=2					SEC16	COPII coat assembly protein SEC16 (Protein transport protein SEC16)
CNAG_00149			NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 4	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex 4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 4							
CNAG_00150			peptidase	Peptidase	peptidase	SUBT_BACAM|Subtilisin BPN' OS=Bacillus amyloliquefaciens OX=1390 GN=apr PE=1 SV=1						
CNAG_00151			transcription elongation regulator 1	Transcription elongation regulator 1	transcription elongation regulator 1	TCRG1_HUMAN|Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2						
CNAG_00152			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00153			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant							
CNAG_00154			oxidoreductase	Oxidoreductase	oxidoreductase	OYEC_SCHPO|Putative NADPH dehydrogenase C23G7.10c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC23G7.10c PE=3 SV=1						
CNAG_00155			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00156	SP1		hypothetical protein	Uncharacterized protein	Putative zinc finger transcription factor	CRZ2_CANAL|Transcriptional regulator CRZ2 OS=Candida albicans (strain SC5314 / ATCC MYA-2876) OX=237561 GN=CRZ2 PE=2 SV=2	TRUE				CRZ1	Transcriptional regulator CRZ1
CNAG_00157			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00158			glycosyltransferase	Glycosyltransferase	glycosyltransferase	OCH1_SCHPO|Initiation-specific alpha-1,6-mannosyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=och1 PE=1 SV=2				681		
CNAG_00159			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00160			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00161			auxin-induced protein	Auxin-induced protein	auxin-induced protein	PLR1_ARATH|Pyridoxal reductase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PLR1 PE=1 SV=1						
CNAG_00162	AOX1	Q8NKE2	alternative oxidase, mitochondrial	Alternative oxidase, mitochondrial (EC 1.-.-.-)	alternative oxidase, mitochondrial	AOX_CRYNH|Alternative oxidase, mitochondrial OS=Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) OX=235443 GN=AOX1 PE=3 SV=2						
CNAG_00164			hypothetical protein	Uncharacterized protein	hypothetical protein					1009		
CNAG_00165			methylthioadenosine phosphorylase	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	methylthioadenosine phosphorylase	MTAP_CRYNJ|S-methyl-5'-thioadenosine phosphorylase OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CNA01530 PE=3 SV=1					MEU1	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase) (Multicopy enhancer of UAS2)
CNAG_00166			ATP-dependent RNA helicase DBP8	ATP-dependent RNA helicase DBP8	ATP-dependent RNA helicase DBP8	DBP8_CRYNBAT|P-dependent RNA helicase DBP8 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=DBP8 PE=3 SV=1					DBP8	ATP-dependent RNA helicase DBP8 (EC 3.6.4.13) (DEAD box protein 8)
CNAG_00167			hypothetical protein	Uncharacterized protein	hypothetical protein						PEX30	Peroxisomal membrane protein PEX30 (Peroxin-30)
CNAG_00171			peroxin-2	Peroxin-2	peroxin-2	PEX2_YARLI|Peroxisomal biogenesis factor 2 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=PEX2 PE=3 SV=2					PEX2	Peroxisomal biogenesis factor 2 (Peroxin-2) (Peroxisomal protein PAS5) (Protein CRT1)
CNAG_00172			kinesin	Kinesin	kinesin	KLP6_SCHPO|Kinesin-like protein 6 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=klp6 PE=1 SV=1				602	KIP3	Kinesin-like protein KIP3
CNAG_00173			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00174			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00175			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00176			glutamate carboxypeptidase	Glutamate carboxypeptidase	glutamate carboxypeptidase, glutamate carboxypeptidase, variant	DUG1_SCHPO|Cys-Gly metallodipeptidase dug1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dug1 PE=2 SV=2					DUG1	Cys-Gly metallodipeptidase DUG1 (EC 3.4.13.-) (Deficient in utilization of glutathione protein 1) (GSH degradosomal complex subunit DUG1)
CNAG_00177			hypothetical protein	Uncharacterized protein	hypothetical protein					629		
CNAG_00178			DNA repair protein REV1	DNA repair protein REV1	DNA repair protein REV1	REV1_HUMANDN|A repair protein REV1 OS=Homo sapiens OX=9606 GN=REV1 PE=1 SV=1					REV1	DNA repair protein REV1 (EC 2.7.7.-) (Reversionless protein 1)
CNAG_00180			ubiquitin carboxyl-terminal hydrolase L3	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	ubiquitin carboxyl-terminal hydrolase L3	UCH3_ARATH|Ubiquitin carboxyl-terminal hydrolase 3 OS=Arabidopsis thaliana OX=3702 GN=UCH3 PE=2 SV=1					YUH1	Ubiquitin carboxyl-terminal hydrolase YUH1 (UCH) (EC 3.4.19.12) (Ubiquitin thioesterase)
CNAG_00181	FYV10		macrophage erythroblast attacher isoform 1	Macrophage erythroblast attacher isoform 1	macrophage erythroblast attacher isoform 1	MAEA_DANRE|E3 ubiquitin-protein transferase MAEA OS=Danio rerio OX=7955 GN=maea PE=2 SV=2					FYV10	Protein FYV10 (EC 2.3.2.27) (Function required for yeast viability protein 10) (Glucose-induced degradation protein 9) (Probable E3 ubiquitin-protein ligase GID9)
CNAG_00182			retrograde transporter	Vacuolar protein sorting-associated protein 29	retrograde transporter, retrograde transporter, variant	VPS29_DANRE|Vacuolar protein sorting-associated protein 29 OS=Danio rerio OX=7955 GN=vps29 PE=2 SV=1					VPS29	Vacuolar protein sorting-associated protein 29 (Carboxypeptidase Y-deficient protein 11) (Vesicle protein sorting 29)
CNAG_00183			alternative cyclin Pcl12	Alternative cyclin Pcl12	alternative cyclin Pcl12, alternative cyclin Pcl12, variant							
CNAG_00184			pre-mRNA cleavage complex 2 protein Pcf11	Pre-mRNA cleavage complex 2 protein Pcf11	pre-mRNA cleavage complex 2 protein Pcf11	PCFS4_ARATH|Polyadenylation and cleavage factor homolog 4 OS=Arabidopsis thaliana OX=3702 GN=PCFS4 PE=1 SV=1					PCF11	Protein PCF11 (protein 1 of CF I)
CNAG_00185			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00186			mitotic spindle organizing protein 1	Mitotic spindle organizing protein 1	mitotic spindle organizing protein 1	MZT1_CRYNB|Mitotic-spindle organizing protein 1 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=CNBA1680 PE=3 SV=1						
CNAG_00187	UBP16		ubiquitin carboxyl-terminal hydrolase 1	Ubiquitin carboxyl-terminal hydrolase 1	ubiquitin carboxyl-terminal hydrolase 1	UBP30_XENTR|Ubiquitin carboxyl-terminal hydrolase 30 OS=Xenopus tropicalis OX=8364 GN=usp30 PE=2 SV=1					UBP1; UBP16	Ubiquitin carboxyl-terminal hydrolase 1 (EC 3.4.19.12) (Deubiquitinating enzyme 1) (Ubiquitin thioesterase 1) (Ubiquitin-specific-processing protease 1); Ubiquitin carboxyl-terminal hydrolase 16 (EC 3.4.19.12) (Deubiquitinating enzyme 16) (Ubiquitin thioesterase 16) (Ubiquitin-specific-processing protease 16)
CNAG_00188			endoplasmic reticulum protein	Endoplasmic reticulum protein	endoplasmic reticulum protein	EMC4_YEASTE|R membrane protein complex subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMC4 PE=1 SV=1					EMC4	ER membrane protein complex subunit 4
CNAG_00189			hypothetical protein	Uncharacterized protein	hypothetical protein						RNY1	Ribonuclease T2-like (RNase T2-like) (EC 3.1.27.1)
CNAG_00190			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00191			etoposide-induced protein	Etoposide-induced protein	etoposide-induced protein							
CNAG_00192			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00193	GAT1		GATA type zinc finger protein asd-4	GATA type zinc finger protein asd-4	GATA type zinc finger protein asd-4	NIT2_NEUCR|Nitrogen catabolic enzyme regulatory protein OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=nit-2 PE=1 SV=2	TRUE				GAT1	Transcriptional regulatory protein GAT1
CNAG_00194			hypothetical protein	Uncharacterized protein	hypothetical protein					184		
CNAG_00195			exosome complex protein LRP1	Exosome complex protein LRP1	exosome complex protein LRP1	C1D_MOUSE|Nuclear nucleic acid-binding protein C1D OS=Mus musculus OX=10090 GN=C1d PE=1 SV=1					LRP1	Exosome complex protein LRP1 (Like an rRNA processing protein 1) (Yeast C1D domain-containing protein) (rRNA processing protein 47)
CNAG_00229			hypothetical protein	Uncharacterized protein	hypothetical protein					1129		
CNAG_00231			hypothetical protein	Uncharacterized protein	hypothetical protein	EFM3_CHATD|Protein-lysine N-methyltransferase EFM3 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0041970.1 PE=3 SV=1					EFM3	Protein-lysine N-methyltransferase EFM3 (EC 2.1.1.-) (Elongation factor methyltransferase 3)
CNAG_00232	RPL30		large subunit ribosomal protein L30e	Large subunit ribosomal protein L30e	large subunit ribosomal protein L30e	RL30A_SCHPO60|S ribosomal protein L30-1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl3001 PE=3 SV=2					RPL30	60S ribosomal protein L30 (L32) (Large ribosomal subunit protein eL30) (RP73) (YL38)
CNAG_00233			chaperone protein	Chaperone protein	chaperone protein	TIM14_SCHPO|Mitochondrial import inner membrane translocase subunit tim14 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pam18 PE=3 SV=1					PAM18	Mitochondrial import inner membrane translocase subunit TIM14 (Presequence translocated-associated motor subunit PAM18)
CNAG_00234			tRNA-dihydrouridine synthase 4	tRNA-dihydrouridine synthase 4	tRNA-dihydrouridine synthase 4	DUS4L_MOUS|EtRNA-dihydrouridine(20a/20b) synthase					DUS4	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+] (EC 1.3.1.90) (tRNA-dihydrouridine synthase 4)
CNAG_00235	AMT1		amt family ammonium transporter	Ammonium transporter	amt family ammonium transporter	AMT1_SCHPO|Ammonium transporter 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=amt1 PE=3 SV=1					MEP1; MEP2; MEP3	Ammonium transporter MEP1; Ammonium transporter MEP2; Ammonium transporter MEP3
CNAG_00236			8-amino-7-oxononanoate synthase	8-amino-7-oxononanoate synthase	8-Amino-7-oxononanoate synthase	BIOF_PASMU|Putative 8-amino-7-oxononanoate synthase OS=Pasteurella multocida (strain Pm70) OX=272843 GN=bioF PE=3 SV=1					HEM1	5-aminolevulinate synthase, mitochondrial (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)
CNAG_00237			3-isopropylmalate dehydratase, large subunit	3-isopropylmalate dehydratase (EC 4.2.1.33) (Alpha-IPM isomerase) (Isopropylmalate isomerase)	3-isopropylmalate dehydratase, large subunit	LEUC_RHIP|U3-isopropylmalate dehydratase OS=Rhizomucor pusillus OX=4840 GN=LEUA PE=3 SV=1					LEU1; LYS4	3-isopropylmalate dehydratase (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase); Homoaconitase, mitochondrial (EC 4.2.1.36) (Homoaconitate hydratase)
CNAG_00238			isoleucine-tRNA ligase	Isoleucine-tRNA ligase	isoleucine-tRNA ligase	SYIC_YEAST|Isoleucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILS1 PE=1 SV=1					ILS1; ISM1	Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS); Isoleucine--tRNA ligase, mitochondrial (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)
CNAG_00239			hypothetical protein	Uncharacterized protein	hypothetical protein	AP1_SCHPOA|P-1-like transcription factor OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pap1 PE=1 SV=2	TRUE			111	YAP1; YAP3	AP-1-like transcription factor YAP1 (Phenanthroline resistance protein PAR1) (Pleiotropic drug resistance protein PDR4); AP-1-like transcription factor YAP3
CNAG_00240			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00241			protein AIR1/2	Protein AIR1/2	protein AIR1/2	AIR1_SCHPO|Protein air1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=air1 PE=1 SV=2					AIR1	Protein AIR1 (Arginine methyltransferase-interacting RING finger protein 1)
CNAG_00242			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00243			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00246			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_00247	LYS9		alpha-aminoadipic semialdehyde synthase	Alpha-aminoadipic semialdehyde synthase	alpha-aminoadipic semialdehyde synthase	AASS_MOUSE|Alpha-aminoadipic semialdehyde synthase, mitochondrial OS=Mus musculus OX=10090 GN=Aass PE=1 SV=1					LYS9	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming] (EC 1.5.1.10) (Saccharopine reductase)
CNAG_00248			ESCRT-II complex subunit VPS36	ESCRT-II complex subunit VPS36	ESCRT-II complex subunit VPS36					595	VPS36	Vacuolar protein-sorting-associated protein 36 (ESCRT-II complex subunit VPS36)
CNAG_00249			hypothetical protein	Uncharacterized protein	hypothetical protein							
