orf_id	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation
CNAG_00158			glycosyltransferase	Glycosyltransferase	glycosyltransferase	OCH1_SCHPO|Initiation-specific alpha-1,6-mannosyltransferase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=och1 PE=1 SV=2
CNAG_00159			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00160			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00161			auxin-induced protein	Auxin-induced protein	auxin-induced protein	PLR1_ARATH|Pyridoxal reductase, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=PLR1 PE=1 SV=1
CNAG_00162	AOX1	Q8NKE2	alternative oxidase, mitochondrial	Alternative oxidase, mitochondrial (EC 1.-.-.-)	alternative oxidase, mitochondrial	AOX_CRYNH|Alternative oxidase, mitochondrial OS=Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) OX=235443 GN=AOX1 PE=3 SV=2
CNAG_00164			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00165			methylthioadenosine phosphorylase	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	methylthioadenosine phosphorylase	MTAP_CRYNJ|S-methyl-5'-thioadenosine phosphorylase OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CNA01530 PE=3 SV=1
CNAG_00166			ATP-dependent RNA helicase DBP8	ATP-dependent RNA helicase DBP8	ATP-dependent RNA helicase DBP8	DBP8_CRYNBAT|P-dependent RNA helicase DBP8 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=DBP8 PE=3 SV=1
CNAG_00167			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00171			peroxin-2	Peroxin-2	peroxin-2	PEX2_YARLI|Peroxisomal biogenesis factor 2 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=PEX2 PE=3 SV=2
CNAG_00172			kinesin	Kinesin	kinesin	KLP6_SCHPO|Kinesin-like protein 6 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=klp6 PE=1 SV=1
CNAG_00173			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00174			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00175			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00176			glutamate carboxypeptidase	Glutamate carboxypeptidase	glutamate carboxypeptidase, glutamate carboxypeptidase, variant	DUG1_SCHPO|Cys-Gly metallodipeptidase dug1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=dug1 PE=2 SV=2
CNAG_00177			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00178			DNA repair protein REV1	DNA repair protein REV1	DNA repair protein REV1	REV1_HUMANDN|A repair protein REV1 OS=Homo sapiens OX=9606 GN=REV1 PE=1 SV=1
CNAG_00180			ubiquitin carboxyl-terminal hydrolase L3	Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)	ubiquitin carboxyl-terminal hydrolase L3	UCH3_ARATH|Ubiquitin carboxyl-terminal hydrolase 3 OS=Arabidopsis thaliana OX=3702 GN=UCH3 PE=2 SV=1
CNAG_00181	FYV10		macrophage erythroblast attacher isoform 1	Macrophage erythroblast attacher isoform 1	macrophage erythroblast attacher isoform 1	MAEA_DANRE|E3 ubiquitin-protein transferase MAEA OS=Danio rerio OX=7955 GN=maea PE=2 SV=2
CNAG_00182			retrograde transporter	Vacuolar protein sorting-associated protein 29	retrograde transporter, retrograde transporter, variant	VPS29_DANRE|Vacuolar protein sorting-associated protein 29 OS=Danio rerio OX=7955 GN=vps29 PE=2 SV=1
CNAG_00183			alternative cyclin Pcl12	Alternative cyclin Pcl12	alternative cyclin Pcl12, alternative cyclin Pcl12, variant	
CNAG_00184			pre-mRNA cleavage complex 2 protein Pcf11	Pre-mRNA cleavage complex 2 protein Pcf11	pre-mRNA cleavage complex 2 protein Pcf11	PCFS4_ARATH|Polyadenylation and cleavage factor homolog 4 OS=Arabidopsis thaliana OX=3702 GN=PCFS4 PE=1 SV=1
CNAG_00185			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00186			mitotic spindle organizing protein 1	Mitotic spindle organizing protein 1	mitotic spindle organizing protein 1	MZT1_CRYNB|Mitotic-spindle organizing protein 1 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=CNBA1680 PE=3 SV=1
CNAG_00187	UBP16		ubiquitin carboxyl-terminal hydrolase 1	Ubiquitin carboxyl-terminal hydrolase 1	ubiquitin carboxyl-terminal hydrolase 1	UBP30_XENTR|Ubiquitin carboxyl-terminal hydrolase 30 OS=Xenopus tropicalis OX=8364 GN=usp30 PE=2 SV=1
CNAG_00188			endoplasmic reticulum protein	Endoplasmic reticulum protein	endoplasmic reticulum protein	EMC4_YEASTE|R membrane protein complex subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMC4 PE=1 SV=1
CNAG_00189			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00190			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00191			etoposide-induced protein	Etoposide-induced protein	etoposide-induced protein	
CNAG_00192			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00193	GAT1		GATA type zinc finger protein asd-4	GATA type zinc finger protein asd-4	GATA type zinc finger protein asd-4	NIT2_NEUCR|Nitrogen catabolic enzyme regulatory protein OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=nit-2 PE=1 SV=2
CNAG_00194			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00195			exosome complex protein LRP1	Exosome complex protein LRP1	exosome complex protein LRP1	C1D_MOUSE|Nuclear nucleic acid-binding protein C1D OS=Mus musculus OX=10090 GN=C1d PE=1 SV=1
CNAG_00229			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00231			hypothetical protein	Uncharacterized protein	hypothetical protein	EFM3_CHATD|Protein-lysine N-methyltransferase EFM3 OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0041970.1 PE=3 SV=1
CNAG_00232	RPL30		large subunit ribosomal protein L30e	Large subunit ribosomal protein L30e	large subunit ribosomal protein L30e	RL30A_SCHPO60|S ribosomal protein L30-1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpl3001 PE=3 SV=2
CNAG_00233			chaperone protein	Chaperone protein	chaperone protein	TIM14_SCHPO|Mitochondrial import inner membrane translocase subunit tim14 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pam18 PE=3 SV=1
CNAG_00234			tRNA-dihydrouridine synthase 4	tRNA-dihydrouridine synthase 4	tRNA-dihydrouridine synthase 4	DUS4L_MOUS|EtRNA-dihydrouridine(20a/20b) synthase
CNAG_00235	AMT1		amt family ammonium transporter	Ammonium transporter	amt family ammonium transporter	AMT1_SCHPO|Ammonium transporter 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=amt1 PE=3 SV=1
CNAG_00236			8-amino-7-oxononanoate synthase	8-amino-7-oxononanoate synthase	8-Amino-7-oxononanoate synthase	BIOF_PASMU|Putative 8-amino-7-oxononanoate synthase OS=Pasteurella multocida (strain Pm70) OX=272843 GN=bioF PE=3 SV=1
CNAG_00237			3-isopropylmalate dehydratase, large subunit	3-isopropylmalate dehydratase (EC 4.2.1.33) (Alpha-IPM isomerase) (Isopropylmalate isomerase)	3-isopropylmalate dehydratase, large subunit	LEUC_RHIP|U3-isopropylmalate dehydratase OS=Rhizomucor pusillus OX=4840 GN=LEUA PE=3 SV=1
CNAG_00238			isoleucine-tRNA ligase	Isoleucine-tRNA ligase	isoleucine-tRNA ligase	SYIC_YEAST|Isoleucine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILS1 PE=1 SV=1
CNAG_00239			hypothetical protein	Uncharacterized protein	hypothetical protein	AP1_SCHPOA|P-1-like transcription factor OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pap1 PE=1 SV=2
CNAG_00240			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00241			protein AIR1/2	Protein AIR1/2	protein AIR1/2	AIR1_SCHPO|Protein air1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=air1 PE=1 SV=2
CNAG_00242			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00243			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00246			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00247	LYS9		alpha-aminoadipic semialdehyde synthase	Alpha-aminoadipic semialdehyde synthase	alpha-aminoadipic semialdehyde synthase	AASS_MOUSE|Alpha-aminoadipic semialdehyde synthase, mitochondrial OS=Mus musculus OX=10090 GN=Aass PE=1 SV=1
CNAG_00248			ESCRT-II complex subunit VPS36	ESCRT-II complex subunit VPS36	ESCRT-II complex subunit VPS36	
CNAG_00249			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00250			hypothetical protein	Uncharacterized protein	hypothetical protein	ASL1_SCHPO|Alkali-sensitive linkage protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=asl1 PE=1 SV=1
CNAG_00251			hypothetical protein	Uncharacterized protein	hypothetical protein	LIGK_SPHS|K4-carboxy-4-hydroxy-2-oxoadipate aldolase OS=Sphingobium sp. (strain NBRC 103272 / SYK-6) OX=627192 GN=ligK PE=1 SV=1
CNAG_00253			hypothetical protein	Exocyst complex component SEC15	hypothetical protein	EXOC6_RAT|Exocyst complex component 6 OS=Rattus norvegicus OX=10116 GN=Exoc6 PE=1 SV=2
CNAG_00254			NADH dehydrogenase	NADH dehydrogenase	NADH dehydrogenase	NDUA9_ARATHNAD|H dehydrogenase
CNAG_00255			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00256			aspartate-semialdehyde dehydrogenase	Aspartate-semialdehyde dehydrogenase	Aspartate-semialdehyde dehydrogenase	DHAS_SCHPO|Probable aspartate-semialdehyde dehydrogenase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC1827.06c PE=1 SV=2
CNAG_00257			kinesin family member 21A	Kinesin family member 21A	kinesin family member 21A, kinesin family member 21A, variant	KI21B_HUMAN|Kinesin-like protein KIF21B OS=Homo sapiens OX=9606 GN=KIF21B PE=1 SV=2
CNAG_00258			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00259			bud site selection protein	Bud site selection protein	bud site selection protein	BUD23_MOUSE|Probable 18S rRNA (guanine-N(7))-methyltransferase OS=Mus musculus OX=10090 GN=Bud23 PE=1 SV=1
CNAG_00260			transformer-2 protein	Transformer-2 protein	transformer-2 protein	TRA2B_BOVIN|Transformer-2 protein homolog beta OS=Bos taurus OX=9913 GN=TRA2B PE=2 SV=1
CNAG_00261			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00262			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	
CNAG_00263			serine/threonine/tyrosine-interacting protein	Serine/threonine/tyrosine-interacting protein	serine/threonine/tyrosine-interacting protein	DUS19_HUMAN|Dual specificity protein phosphatase 19 OS=Homo sapiens OX=9606 GN=DUSP19 PE=1 SV=1
CNAG_00265	IDI1		isopentenyl-diphosphate delta-isomerase	Isopentenyl-diphosphate delta-isomerase	isopentenyl-diphosphate delta-isomerase	IDI1_PHARH|Isopentenyl-diphosphate Delta-isomerase OS=Phaffia rhodozyma OX=5421 GN=IDI PE=3 SV=1
CNAG_00266			hypothetical protein	Uncharacterized protein	hypothetical protein	YIDE_SCHPO|Putative uridine kinase C227.14 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC227.14 PE=3 SV=1
CNAG_00267			hypothetical protein	Uncharacterized protein	hypothetical protein	SWT1_SCHPO|Transcriptional protein swt1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=swt1 PE=3 SV=2
CNAG_00268	ILV2	Q6SSJ3	acetolactate synthase, mitochondrial	Acetolactate synthase, mitochondrial (EC 2.2.1.6) (AHAS) (ALS) (Acetohydroxy-acid synthase)	acetolactate synthase, mitochondrial	ILVB_CRYNH|Acetolactate synthase, mitochondrial OS=Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) OX=235443 GN=ILV2 PE=3 SV=1
CNAG_00269			sorbitol dehydrogenase	Sorbitol dehydrogenase	Sorbitol dehydrogenase	XYL2_ASPCL|Probable D-xylulose reductase A OS=Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1) OX=344612 GN=xdhA PE=3 SV=2
CNAG_00270			mitochondrial protein	Mitochondrial pyruvate carrier	mitochondrial protein	MPC1_DROME|Mitochondrial pyruvate carrier 1 OS=Drosophila melanogaster OX=7227 GN=Mpc1 PE=3 SV=1
CNAG_00271			INO80 complex subunit C	INO80 complex subunit C	INO80 complex subunit C	IES6_SCHPO|Chromatin-remodeling complex subunit ies6 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ies6 PE=3 SV=1
CNAG_00272			hypothetical protein	Uncharacterized protein	hypothetical protein	SACS_MOUSE|Sacsin OS=Mus musculus OX=10090 GN=Sacs PE=1 SV=2
CNAG_00273			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00274			hypothetical protein	Palmitoyltransferase (EC 2.3.1.225)	hypothetical protein	ERFB_SCHPO|Palmitoyltransferase erf2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=erf2 PE=1 SV=1
CNAG_00275			hypothetical protein	Uncharacterized protein	hypothetical protein	3HIDH_MOUS|E3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Hibadh PE=1 SV=1
CNAG_00276			hypothetical protein	Uncharacterized protein	hypothetical protein	AKTP2_DROAN|Protein crossbronx-like OS=Drosophila ananassae OX=7217 GN=GF13159 PE=3 SV=1
CNAG_00277			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00278			methionine aminopeptidase, type I	Methionine aminopeptidase (EC 3.4.11.18)	methionine aminopeptidase, type I	MAP1B_ARATH|Methionine aminopeptidase 1B, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=MAP1B PE=2 SV=2
CNAG_00279			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00280			complement component 1 Q subcomponent-binding protein, mitochondrial	Complement component 1 Q subcomponent-binding protein, mitochondrial	complement component 1 Q subcomponent-binding protein, mitochondrial	C1QBP_BOVIN|Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Bos taurus OX=9913 GN=C1QBP PE=2 SV=1
CNAG_00283			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00284			efflux protein EncT	Efflux protein EncT	efflux protein EncT, efflux protein EncT, variant	
CNAG_00285			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00286	NAB2		hypothetical protein	Uncharacterized protein	putative nuclear polyadenylated mRNA-binding protein	
CNAG_00287			cytoplasmic protein	Cytoplasmic protein	cytoplasmic protein	SGT2_USTMA|Small glutamine-rich tetratricopeptide repeat-containing protein 2 OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=UMAG_10205 PE=3 SV=1
CNAG_00288			oligoribonuclease	Oligoribonuclease	oligoribonuclease	ORN_SCHPO|Probable oligoribonuclease OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rex2 PE=3 SV=2
CNAG_00289			hypothetical protein	Uncharacterized protein	hypothetical protein	MPR1_YEASX|N-acetyltransferase MPR1 OS=Saccharomyces cerevisiae OX=4932 GN=MPR1 PE=1 SV=1
CNAG_00290			aminopeptidase	Peptide hydrolase (EC 3.4.-.-)	Aminopeptidase	LAP4_ARTOC|Probable leucine aminopeptidase MCYG_03459 OS=Arthroderma otae (strain ATCC MYA-4605 / CBS 113480) OX=554155 GN=MCYG_03459 PE=3 SV=1
CNAG_00291			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00292			zinc finger protein	Zinc finger protein	zinc finger protein	ZPR1_SCHPO|Zinc finger protein zpr1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=zpr1 PE=3 SV=1
CNAG_00293	RAS1		Ras-like protein	Ras-like protein	Ras-like protein	RAS_CRYNB|Ras-like protein OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=RAS1 PE=3 SV=1
CNAG_00294			splicing factor 45	Splicing factor 45	splicing factor 45	DR111_ARATHDN|A-damage-repair/toleration protein DRT111, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=DRT111 PE=1 SV=2
CNAG_00295			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00299			DNA repair protein RAD5	DNA repair protein RAD5	DNA repair protein rad5	RAD5_CRYNBDN|A repair protein RAD5 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=RAD5 PE=3 SV=1
CNAG_00300			gamma-tubulin complex component 2	Spindle pole body component	gamma-tubulin complex component 2	ALP4_SCHPO|Spindle pole body component alp4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=alp4 PE=1 SV=1
CNAG_00301			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00302			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00303			high-affinity nicotinic acid transporter	High-affinity nicotinic acid transporter	high-affinity nicotinic acid transporter, high-affinity nicotinic acid transporter, variant	YFZ4_SCHPO|Uncharacterized transporter C1039.04 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC1039.04 PE=3 SV=1
CNAG_00304			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00305			chaperone activator	Chaperone activator	chaperone activator, chaperone activator, variant	AHA1_YEAST|Hsp90 co-chaperone AHA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AHA1 PE=1 SV=1
CNAG_00306	CMT2		hypothetical protein	Uncharacterized protein	Copper-detoxifying metallothionein 2	
CNAG_00307			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00308			gly-X carboxypeptidase	Gly-X carboxypeptidase	gly-X carboxypeptidase	CBPS_YEAST|Carboxypeptidase S OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPS1 PE=1 SV=2
CNAG_00309			membrane protein	Membrane protein	membrane protein	GCP1_ARTBC|Probable glutamate carboxypeptidase ARB_02390 OS=Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) OX=663331 GN=ARB_02390 PE=1 SV=1
CNAG_00310			origin recognition complex subunit 5	Origin recognition complex subunit 5	origin recognition complex subunit 5	ORC5_MOUSE|Origin recognition complex subunit 5 OS=Mus musculus OX=10090 GN=Orc5 PE=2 SV=1
CNAG_00311			3-hydroxyisobutyryl-CoA hydrolase	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase)	3-hydroxyisobutyryl-CoA hydrolase	HIBCH_CHIC|K3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Gallus gallus OX=9031 GN=HIBCH PE=2 SV=1
CNAG_00312			synaptobrevin	Protein transport protein BOS1	Synaptobrevin	BOS1_SCHPO|Protein transport protein bos1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bos1 PE=3 SV=1
CNAG_00313			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00314			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_00315			HHE domain-containing protein	HHE domain-containing protein	HHE domain-containing protein	YI06_SCHPO|Uncharacterized hemerythrin-like protein C869.06c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC869.06c PE=3 SV=1
CNAG_00316			RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	rdgB/HAM1 family non-canonical purine NTP pyrophosphatase	ITPA_CRYNJ|Inosine triphosphate pyrophosphatase OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CNA03000 PE=3 SV=1
CNAG_00317			hypothetical protein	Uncharacterized protein	hypothetical protein	ELF5_ARATH|Protein EARLY FLOWERING 5 OS=Arabidopsis thaliana OX=3702 GN=ELF5 PE=1 SV=1
CNAG_00318			arp2/3 complex 16 kda subunit	Actin-related protein 2/3 complex subunit 5	arp2/3 complex 16 kda subunit	ARC5A_ARATH|Actin-related protein 2/3 complex subunit 5A OS=Arabidopsis thaliana OX=3702 GN=ARPC5A PE=1 SV=2
CNAG_00319			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	RER1_SCHPO|Protein rer1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rer1 PE=3 SV=1
